Date,Year,Month,Day,category,Forecasted_Amount,Actual_Amount,SalesAndforecast_difference,PRoduct_Sales_Condition
2023-07-30,2023,July,Sunday,Labor,428,450,22,Above_Forecast
2023-07-30,2023,July,Sunday,Rent,325,295,-30,Below_Forecast
2023-07-30,2023,July,Sunday,Utilities,204,191,-13,Below_Forecast
2023-07-30,2023,July,Sunday,Marketing,409,431,22,Above_Forecast
2023-07-31,2023,July,Monday,"Coffee Sales",667,640,-27,Below_Forecast
2023-07-31,2023,July,Monday,"Food Sales",347,370,23,Above_Forecast
2023-07-31,2023,July,Monday,"Ingredients Cost",139,136,-3,Below_Forecast
2023-07-31,2023,July,Monday,Labor,387,410,23,Above_Forecast
2023-07-31,2023,July,Monday,Rent,306,334,28,Above_Forecast
2023-07-31,2023,July,Monday,Utilities,347,378,31,Above_Forecast
2023-07-31,2023,July,Monday,Marketing,328,326,-2,Below_Forecast
2023-08-01,2023,August,Tuesday,"Coffee Sales",668,646,-22,Below_Forecast
2023-08-01,2023,August,Tuesday,"Food Sales",292,268,-24,Below_Forecast
2023-08-01,2023,August,Tuesday,"Ingredients Cost",252,239,-13,Below_Forecast
2023-08-01,2023,August,Tuesday,Labor,163,161,-2,Below_Forecast
2023-08-01,2023,August,Tuesday,Rent,254,228,-26,Below_Forecast
2023-08-01,2023,August,Tuesday,Utilities,186,185,-1,Below_Forecast
2023-08-01,2023,August,Tuesday,Marketing,282,270,-12,Below_Forecast
2023-08-02,2023,August,Wednesday,"Coffee Sales",330,299,-31,Below_Forecast
2023-08-02,2023,August,Wednesday,"Food Sales",597,554,-43,Below_Forecast
2023-08-02,2023,August,Wednesday,"Ingredients Cost",454,422,-32,Below_Forecast
2023-08-02,2023,August,Wednesday,Labor,206,210,4,Above_Forecast
2023-08-02,2023,August,Wednesday,Rent,323,305,-18,Below_Forecast
2023-08-02,2023,August,Wednesday,Utilities,288,306,18,Above_Forecast
2023-08-02,2023,August,Wednesday,Marketing,109,107,-2,Below_Forecast
2023-08-03,2023,August,Thursday,"Coffee Sales",659,601,-58,Below_Forecast
2023-08-03,2023,August,Thursday,"Food Sales",212,212,0,Above_Forecast
2023-08-03,2023,August,Thursday,"Ingredients Cost",436,452,16,Above_Forecast
2023-08-03,2023,August,Thursday,Labor,468,484,16,Above_Forecast
2023-08-03,2023,August,Thursday,Rent,478,454,-24,Below_Forecast
2023-08-03,2023,August,Thursday,Utilities,333,351,18,Above_Forecast
2023-08-03,2023,August,Thursday,Marketing,403,421,18,Above_Forecast
2023-08-04,2023,August,Friday,"Coffee Sales",738,706,-32,Below_Forecast
2023-08-04,2023,August,Friday,"Food Sales",570,541,-29,Below_Forecast
2023-08-04,2023,August,Friday,"Ingredients Cost",433,392,-41,Below_Forecast
2023-08-04,2023,August,Friday,Labor,251,242,-9,Below_Forecast
2023-08-04,2023,August,Friday,Rent,343,347,4,Above_Forecast
2023-08-04,2023,August,Friday,Utilities,395,381,-14,Below_Forecast
2023-08-04,2023,August,Friday,Marketing,450,424,-26,Below_Forecast
2023-08-05,2023,August,Saturday,"Coffee Sales",441,407,-34,Below_Forecast
2023-08-05,2023,August,Saturday,"Food Sales",864,814,-50,Below_Forecast
2023-08-05,2023,August,Saturday,"Ingredients Cost",358,392,34,Above_Forecast
2023-08-05,2023,August,Saturday,Labor,204,200,-4,Below_Forecast
2023-08-05,2023,August,Saturday,Rent,427,459,32,Above_Forecast
2023-08-05,2023,August,Saturday,Utilities,422,446,24,Above_Forecast
2023-08-05,2023,August,Saturday,Marketing,130,121,-9,Below_Forecast
2023-08-06,2023,August,Sunday,"Coffee Sales",913,859,-54,Below_Forecast
2023-08-06,2023,August,Sunday,"Food Sales",904,969,65,Above_Forecast
2023-08-06,2023,August,Sunday,"Ingredients Cost",355,365,10,Above_Forecast
2023-08-06,2023,August,Sunday,Labor,215,224,9,Above_Forecast
2023-08-06,2023,August,Sunday,Rent,477,465,-12,Below_Forecast
2023-08-06,2023,August,Sunday,Utilities,161,172,11,Above_Forecast
2023-08-06,2023,August,Sunday,Marketing,334,341,7,Above_Forecast
2023-08-07,2023,August,Monday,"Coffee Sales",530,577,47,Above_Forecast
2023-08-07,2023,August,Monday,"Food Sales",532,557,25,Above_Forecast
2023-08-07,2023,August,Monday,"Ingredients Cost",256,239,-17,Below_Forecast
2023-08-07,2023,August,Monday,Labor,174,156,-18,Below_Forecast
2023-08-07,2023,August,Monday,Rent,195,193,-2,Below_Forecast
2023-08-07,2023,August,Monday,Utilities,465,450,-15,Below_Forecast
2023-08-07,2023,August,Monday,Marketing,286,285,-1,Below_Forecast
2023-08-08,2023,August,Tuesday,"Coffee Sales",489,448,-41,Below_Forecast
2023-08-08,2023,August,Tuesday,"Food Sales",718,746,28,Above_Forecast
2023-08-08,2023,August,Tuesday,"Ingredients Cost",274,297,23,Above_Forecast
2023-08-08,2023,August,Tuesday,Labor,451,439,-12,Below_Forecast
2023-08-08,2023,August,Tuesday,Rent,224,211,-13,Below_Forecast
2023-08-08,2023,August,Tuesday,Utilities,387,401,14,Above_Forecast
2023-08-08,2023,August,Tuesday,Marketing,446,488,42,Above_Forecast
2023-08-09,2023,August,Wednesday,"Coffee Sales",300,313,13,Above_Forecast
2023-08-09,2023,August,Wednesday,"Food Sales",234,255,21,Above_Forecast
2023-08-09,2023,August,Wednesday,"Ingredients Cost",123,123,0,Above_Forecast
2023-08-09,2023,August,Wednesday,Labor,135,128,-7,Below_Forecast
2023-08-09,2023,August,Wednesday,Rent,219,204,-15,Below_Forecast
2023-08-09,2023,August,Wednesday,Utilities,187,204,17,Above_Forecast
2023-08-09,2023,August,Wednesday,Marketing,398,401,3,Above_Forecast
2023-08-10,2023,August,Thursday,"Coffee Sales",625,576,-49,Below_Forecast
2023-08-10,2023,August,Thursday,"Food Sales",662,704,42,Above_Forecast
2023-08-10,2023,August,Thursday,"Ingredients Cost",496,542,46,Above_Forecast
2023-08-10,2023,August,Thursday,Labor,188,199,11,Above_Forecast
2023-08-10,2023,August,Thursday,Rent,165,164,-1,Below_Forecast
2023-08-10,2023,August,Thursday,Utilities,441,467,26,Above_Forecast
2023-08-10,2023,August,Thursday,Marketing,224,229,5,Above_Forecast
2023-08-11,2023,August,Friday,"Coffee Sales",475,429,-46,Below_Forecast
2023-08-11,2023,August,Friday,"Food Sales",940,984,44,Above_Forecast
2023-08-11,2023,August,Friday,"Ingredients Cost",227,239,12,Above_Forecast
2023-08-11,2023,August,Friday,Labor,460,465,5,Above_Forecast
2023-08-11,2023,August,Friday,Rent,246,250,4,Above_Forecast
2023-08-11,2023,August,Friday,Utilities,268,246,-22,Below_Forecast
2023-08-11,2023,August,Friday,Marketing,497,509,12,Above_Forecast
2023-08-12,2023,August,Saturday,"Coffee Sales",399,427,28,Above_Forecast
2023-08-12,2023,August,Saturday,"Food Sales",860,891,31,Above_Forecast
2023-08-12,2023,August,Saturday,"Ingredients Cost",393,371,-22,Below_Forecast
2023-08-12,2023,August,Saturday,Labor,256,246,-10,Below_Forecast
2023-08-12,2023,August,Saturday,Rent,353,382,29,Above_Forecast
2023-08-12,2023,August,Saturday,Utilities,236,232,-4,Below_Forecast
2023-08-12,2023,August,Saturday,Marketing,167,158,-9,Below_Forecast
2023-08-13,2023,August,Sunday,"Coffee Sales",909,877,-32,Below_Forecast
2023-08-13,2023,August,Sunday,"Food Sales",942,1029,87,Above_Forecast
2023-08-13,2023,August,Sunday,"Ingredients Cost",445,463,18,Above_Forecast
2023-08-13,2023,August,Sunday,Labor,231,221,-10,Below_Forecast
2023-08-13,2023,August,Sunday,Rent,337,361,24,Above_Forecast
2023-08-13,2023,August,Sunday,Utilities,157,160,3,Above_Forecast
2023-08-13,2023,August,Sunday,Marketing,428,443,15,Above_Forecast
2023-08-14,2023,August,Monday,"Coffee Sales",535,568,33,Above_Forecast
2023-08-14,2023,August,Monday,"Food Sales",536,493,-43,Below_Forecast
2023-08-14,2023,August,Monday,"Ingredients Cost",283,257,-26,Below_Forecast
2023-08-14,2023,August,Monday,Labor,348,343,-5,Below_Forecast
2023-08-14,2023,August,Monday,Rent,360,370,10,Above_Forecast
2023-08-14,2023,August,Monday,Utilities,438,429,-9,Below_Forecast
2023-08-14,2023,August,Monday,Marketing,136,123,-13,Below_Forecast
2023-08-15,2023,August,Tuesday,"Coffee Sales",562,509,-53,Below_Forecast
2023-08-15,2023,August,Tuesday,"Food Sales",411,412,1,Above_Forecast
2023-08-15,2023,August,Tuesday,"Ingredients Cost",279,266,-13,Below_Forecast
2023-08-15,2023,August,Tuesday,Labor,453,496,43,Above_Forecast
2023-08-15,2023,August,Tuesday,Rent,466,437,-29,Below_Forecast
2023-08-15,2023,August,Tuesday,Utilities,349,333,-16,Below_Forecast
2023-08-15,2023,August,Tuesday,Marketing,159,157,-2,Below_Forecast
2023-08-16,2023,August,Wednesday,"Coffee Sales",550,524,-26,Below_Forecast
2023-08-16,2023,August,Wednesday,"Food Sales",632,688,56,Above_Forecast
2023-08-16,2023,August,Wednesday,"Ingredients Cost",252,270,18,Above_Forecast
2023-08-16,2023,August,Wednesday,Labor,176,161,-15,Below_Forecast
2023-08-16,2023,August,Wednesday,Rent,218,211,-7,Below_Forecast
2023-08-16,2023,August,Wednesday,Utilities,102,108,6,Above_Forecast
2023-08-16,2023,August,Wednesday,Marketing,210,210,0,Above_Forecast
2023-08-17,2023,August,Thursday,"Coffee Sales",492,497,5,Above_Forecast
2023-08-17,2023,August,Thursday,"Food Sales",735,746,11,Above_Forecast
2023-08-17,2023,August,Thursday,"Ingredients Cost",281,268,-13,Below_Forecast
2023-08-17,2023,August,Thursday,Labor,107,114,7,Above_Forecast
2023-08-17,2023,August,Thursday,Rent,371,339,-32,Below_Forecast
2023-08-17,2023,August,Thursday,Utilities,452,411,-41,Below_Forecast
2023-08-17,2023,August,Thursday,Marketing,394,365,-29,Below_Forecast
2023-08-18,2023,August,Friday,"Coffee Sales",848,880,32,Above_Forecast
2023-08-18,2023,August,Friday,"Food Sales",369,396,27,Above_Forecast
2023-08-18,2023,August,Friday,"Ingredients Cost",287,289,2,Above_Forecast
2023-08-18,2023,August,Friday,Labor,132,125,-7,Below_Forecast
2023-08-18,2023,August,Friday,Rent,239,242,3,Above_Forecast
2023-08-18,2023,August,Friday,Utilities,258,276,18,Above_Forecast
2023-08-18,2023,August,Friday,Marketing,101,96,-5,Below_Forecast
2023-08-19,2023,August,Saturday,"Coffee Sales",796,808,12,Above_Forecast
2023-08-19,2023,August,Saturday,"Food Sales",793,848,55,Above_Forecast
2023-08-19,2023,August,Saturday,"Ingredients Cost",303,281,-22,Below_Forecast
2023-08-19,2023,August,Saturday,Labor,147,161,14,Above_Forecast
2023-08-19,2023,August,Saturday,Rent,373,342,-31,Below_Forecast
2023-08-19,2023,August,Saturday,Utilities,372,335,-37,Below_Forecast
2023-08-19,2023,August,Saturday,Marketing,170,178,8,Above_Forecast
2023-08-20,2023,August,Sunday,"Coffee Sales",823,842,19,Above_Forecast
2023-08-20,2023,August,Sunday,"Food Sales",779,849,70,Above_Forecast
2023-08-20,2023,August,Sunday,"Ingredients Cost",140,132,-8,Below_Forecast
2023-08-20,2023,August,Sunday,Labor,490,497,7,Above_Forecast
2023-08-20,2023,August,Sunday,Rent,446,449,3,Above_Forecast
2023-08-20,2023,August,Sunday,Utilities,475,511,36,Above_Forecast
2023-08-20,2023,August,Sunday,Marketing,414,391,-23,Below_Forecast
2023-08-21,2023,August,Monday,"Coffee Sales",887,908,21,Above_Forecast
2023-08-21,2023,August,Monday,"Food Sales",282,280,-2,Below_Forecast
2023-08-21,2023,August,Monday,"Ingredients Cost",428,389,-39,Below_Forecast
2023-08-21,2023,August,Monday,Labor,178,160,-18,Below_Forecast
2023-08-21,2023,August,Monday,Rent,377,374,-3,Below_Forecast
2023-08-21,2023,August,Monday,Utilities,286,302,16,Above_Forecast
2023-08-21,2023,August,Monday,Marketing,238,246,8,Above_Forecast
2023-08-22,2023,August,Tuesday,"Coffee Sales",552,555,3,Above_Forecast
2023-08-22,2023,August,Tuesday,"Food Sales",822,783,-39,Below_Forecast
2023-08-22,2023,August,Tuesday,"Ingredients Cost",335,336,1,Above_Forecast
2023-08-22,2023,August,Tuesday,Labor,334,364,30,Above_Forecast
2023-08-22,2023,August,Tuesday,Rent,109,101,-8,Below_Forecast
2023-08-22,2023,August,Tuesday,Utilities,186,171,-15,Below_Forecast
2023-08-22,2023,August,Tuesday,Marketing,348,361,13,Above_Forecast
2023-08-23,2023,August,Wednesday,"Coffee Sales",865,861,-4,Below_Forecast
2023-08-23,2023,August,Wednesday,"Food Sales",731,781,50,Above_Forecast
2023-08-23,2023,August,Wednesday,"Ingredients Cost",401,387,-14,Below_Forecast
2023-08-23,2023,August,Wednesday,Labor,267,261,-6,Below_Forecast
2023-08-23,2023,August,Wednesday,Rent,389,376,-13,Below_Forecast
2023-08-23,2023,August,Wednesday,Utilities,495,514,19,Above_Forecast
2023-08-23,2023,August,Wednesday,Marketing,304,319,15,Above_Forecast
2023-08-24,2023,August,Thursday,"Coffee Sales",386,372,-14,Below_Forecast
2023-08-24,2023,August,Thursday,"Food Sales",725,689,-36,Below_Forecast
2023-08-24,2023,August,Thursday,"Ingredients Cost",326,323,-3,Below_Forecast
2023-08-24,2023,August,Thursday,Labor,486,516,30,Above_Forecast
2023-08-24,2023,August,Thursday,Rent,351,330,-21,Below_Forecast
2023-08-24,2023,August,Thursday,Utilities,366,370,4,Above_Forecast
2023-08-24,2023,August,Thursday,Marketing,382,395,13,Above_Forecast
2023-08-25,2023,August,Friday,"Coffee Sales",569,568,-1,Below_Forecast
2023-08-25,2023,August,Friday,"Food Sales",207,195,-12,Below_Forecast
2023-08-25,2023,August,Friday,"Ingredients Cost",231,209,-22,Below_Forecast
2023-08-25,2023,August,Friday,Labor,472,448,-24,Below_Forecast
2023-08-25,2023,August,Friday,Rent,132,140,8,Above_Forecast
2023-08-25,2023,August,Friday,Utilities,482,450,-32,Below_Forecast
2023-08-25,2023,August,Friday,Marketing,234,226,-8,Below_Forecast
2023-08-26,2023,August,Saturday,"Coffee Sales",707,670,-37,Below_Forecast
2023-08-26,2023,August,Saturday,"Food Sales",203,203,0,Above_Forecast
2023-08-26,2023,August,Saturday,"Ingredients Cost",101,100,-1,Below_Forecast
2023-08-26,2023,August,Saturday,Labor,191,184,-7,Below_Forecast
2023-08-26,2023,August,Saturday,Rent,466,509,43,Above_Forecast
2023-08-26,2023,August,Saturday,Utilities,492,500,8,Above_Forecast
2023-08-26,2023,August,Saturday,Marketing,474,507,33,Above_Forecast
2023-08-27,2023,August,Sunday,"Coffee Sales",554,570,16,Above_Forecast
2023-08-27,2023,August,Sunday,"Food Sales",568,623,55,Above_Forecast
2023-08-27,2023,August,Sunday,"Ingredients Cost",180,173,-7,Below_Forecast
2023-08-27,2023,August,Sunday,Labor,443,462,19,Above_Forecast
2023-08-27,2023,August,Sunday,Rent,319,293,-26,Below_Forecast
2023-08-27,2023,August,Sunday,Utilities,270,285,15,Above_Forecast
2023-08-27,2023,August,Sunday,Marketing,382,406,24,Above_Forecast
2023-08-28,2023,August,Monday,"Coffee Sales",673,667,-6,Below_Forecast
2023-08-28,2023,August,Monday,"Food Sales",918,917,-1,Below_Forecast
2023-08-28,2023,August,Monday,"Ingredients Cost",165,176,11,Above_Forecast
2023-08-28,2023,August,Monday,Labor,381,350,-31,Below_Forecast
2023-08-28,2023,August,Monday,Rent,208,205,-3,Below_Forecast
2023-08-28,2023,August,Monday,Utilities,379,378,-1,Below_Forecast
2023-08-28,2023,August,Monday,Marketing,133,123,-10,Below_Forecast
2023-08-29,2023,August,Tuesday,"Coffee Sales",953,964,11,Above_Forecast
2023-08-29,2023,August,Tuesday,"Food Sales",988,1009,21,Above_Forecast
2023-08-29,2023,August,Tuesday,"Ingredients Cost",454,497,43,Above_Forecast
2023-08-29,2023,August,Tuesday,Labor,214,229,15,Above_Forecast
2023-08-29,2023,August,Tuesday,Rent,148,142,-6,Below_Forecast
2023-08-29,2023,August,Tuesday,Utilities,264,238,-26,Below_Forecast
2023-08-29,2023,August,Tuesday,Marketing,388,424,36,Above_Forecast
2023-08-30,2023,August,Wednesday,"Coffee Sales",838,812,-26,Below_Forecast
2023-08-30,2023,August,Wednesday,"Food Sales",388,377,-11,Below_Forecast
2023-08-30,2023,August,Wednesday,"Ingredients Cost",294,289,-5,Below_Forecast
2023-08-30,2023,August,Wednesday,Labor,500,510,10,Above_Forecast
2023-08-30,2023,August,Wednesday,Rent,222,206,-16,Below_Forecast
2023-08-30,2023,August,Wednesday,Utilities,264,242,-22,Below_Forecast
2023-08-30,2023,August,Wednesday,Marketing,464,444,-20,Below_Forecast
2023-08-31,2023,August,Thursday,"Coffee Sales",268,293,25,Above_Forecast
2023-08-31,2023,August,Thursday,"Food Sales",361,348,-13,Below_Forecast
2023-08-31,2023,August,Thursday,"Ingredients Cost",356,358,2,Above_Forecast
2023-08-31,2023,August,Thursday,Labor,286,288,2,Above_Forecast
2023-08-31,2023,August,Thursday,Rent,275,263,-12,Below_Forecast
2023-08-31,2023,August,Thursday,Utilities,336,361,25,Above_Forecast
2023-08-31,2023,August,Thursday,Marketing,455,462,7,Above_Forecast
2023-09-01,2023,September,Friday,"Coffee Sales",735,732,-3,Below_Forecast
2023-09-01,2023,September,Friday,"Food Sales",290,314,24,Above_Forecast
2023-09-01,2023,September,Friday,"Ingredients Cost",244,227,-17,Below_Forecast
2023-09-01,2023,September,Friday,Labor,432,408,-24,Below_Forecast
2023-09-01,2023,September,Friday,Rent,175,177,2,Above_Forecast
2023-09-01,2023,September,Friday,Utilities,142,152,10,Above_Forecast
2023-09-01,2023,September,Friday,Marketing,195,197,2,Above_Forecast
2023-09-02,2023,September,Saturday,"Coffee Sales",416,420,4,Above_Forecast
2023-09-02,2023,September,Saturday,"Food Sales",267,260,-7,Below_Forecast
2023-09-02,2023,September,Saturday,"Ingredients Cost",178,184,6,Above_Forecast
2023-09-02,2023,September,Saturday,Labor,205,216,11,Above_Forecast
2023-09-02,2023,September,Saturday,Rent,332,318,-14,Below_Forecast
2023-09-02,2023,September,Saturday,Utilities,161,166,5,Above_Forecast
2023-09-02,2023,September,Saturday,Marketing,376,413,37,Above_Forecast
2023-09-03,2023,September,Sunday,"Coffee Sales",344,326,-18,Below_Forecast
2023-09-03,2023,September,Sunday,"Food Sales",915,855,-60,Below_Forecast
2023-09-03,2023,September,Sunday,"Ingredients Cost",239,242,3,Above_Forecast
2023-09-03,2023,September,Sunday,Labor,464,453,-11,Below_Forecast
2023-09-03,2023,September,Sunday,Rent,331,359,28,Above_Forecast
2023-09-03,2023,September,Sunday,Utilities,291,319,28,Above_Forecast
2023-09-03,2023,September,Sunday,Marketing,429,396,-33,Below_Forecast
2023-09-04,2023,September,Monday,"Coffee Sales",486,472,-14,Below_Forecast
2023-09-04,2023,September,Monday,"Food Sales",883,894,11,Above_Forecast
2023-09-04,2023,September,Monday,"Ingredients Cost",405,396,-9,Below_Forecast
2023-09-04,2023,September,Monday,Labor,382,362,-20,Below_Forecast
2023-09-04,2023,September,Monday,Rent,382,393,11,Above_Forecast
2023-09-04,2023,September,Monday,Utilities,342,332,-10,Below_Forecast
2023-09-04,2023,September,Monday,Marketing,349,347,-2,Below_Forecast
2023-09-05,2023,September,Tuesday,"Coffee Sales",353,377,24,Above_Forecast
2023-09-05,2023,September,Tuesday,"Food Sales",389,367,-22,Below_Forecast
2023-09-05,2023,September,Tuesday,"Ingredients Cost",218,207,-11,Below_Forecast
2023-09-05,2023,September,Tuesday,Labor,211,217,6,Above_Forecast
2023-09-05,2023,September,Tuesday,Rent,401,377,-24,Below_Forecast
2023-09-05,2023,September,Tuesday,Utilities,485,469,-16,Below_Forecast
2023-09-05,2023,September,Tuesday,Marketing,267,265,-2,Below_Forecast
2023-09-06,2023,September,Wednesday,"Coffee Sales",541,580,39,Above_Forecast
2023-09-06,2023,September,Wednesday,"Food Sales",339,315,-24,Below_Forecast
2023-09-06,2023,September,Wednesday,"Ingredients Cost",310,289,-21,Below_Forecast
2023-09-06,2023,September,Wednesday,Labor,110,103,-7,Below_Forecast
2023-09-06,2023,September,Wednesday,Rent,303,309,6,Above_Forecast
2023-09-06,2023,September,Wednesday,Utilities,121,113,-8,Below_Forecast
2023-09-06,2023,September,Wednesday,Marketing,391,381,-10,Below_Forecast
2023-09-07,2023,September,Thursday,"Coffee Sales",946,852,-94,Below_Forecast
2023-09-07,2023,September,Thursday,"Food Sales",739,673,-66,Below_Forecast
2023-09-07,2023,September,Thursday,"Ingredients Cost",255,264,9,Above_Forecast
2023-09-07,2023,September,Thursday,Labor,207,194,-13,Below_Forecast
2023-09-07,2023,September,Thursday,Rent,446,471,25,Above_Forecast
2023-09-07,2023,September,Thursday,Utilities,216,216,0,Above_Forecast
2023-09-07,2023,September,Thursday,Marketing,344,360,16,Above_Forecast
2023-09-08,2023,September,Friday,"Coffee Sales",874,913,39,Above_Forecast
2023-09-08,2023,September,Friday,"Food Sales",324,344,20,Above_Forecast
2023-09-08,2023,September,Friday,"Ingredients Cost",310,296,-14,Below_Forecast
2023-09-08,2023,September,Friday,Labor,352,383,31,Above_Forecast
2023-09-08,2023,September,Friday,Rent,374,387,13,Above_Forecast
2023-09-08,2023,September,Friday,Utilities,335,345,10,Above_Forecast
2023-09-08,2023,September,Friday,Marketing,325,357,32,Above_Forecast
2023-09-09,2023,September,Saturday,"Coffee Sales",553,509,-44,Below_Forecast
2023-09-09,2023,September,Saturday,"Food Sales",433,458,25,Above_Forecast
2023-09-09,2023,September,Saturday,"Ingredients Cost",317,314,-3,Below_Forecast
2023-09-09,2023,September,Saturday,Labor,452,461,9,Above_Forecast
2023-09-09,2023,September,Saturday,Rent,146,132,-14,Below_Forecast
2023-09-09,2023,September,Saturday,Utilities,399,402,3,Above_Forecast
2023-09-09,2023,September,Saturday,Marketing,446,456,10,Above_Forecast
2023-09-10,2023,September,Sunday,"Coffee Sales",624,587,-37,Below_Forecast
2023-09-10,2023,September,Sunday,"Food Sales",804,744,-60,Below_Forecast
2023-09-10,2023,September,Sunday,"Ingredients Cost",458,485,27,Above_Forecast
2023-09-10,2023,September,Sunday,Labor,351,380,29,Above_Forecast
2023-09-10,2023,September,Sunday,Rent,126,123,-3,Below_Forecast
2023-09-10,2023,September,Sunday,Utilities,432,426,-6,Below_Forecast
2023-09-10,2023,September,Sunday,Marketing,350,317,-33,Below_Forecast
2023-09-11,2023,September,Monday,"Coffee Sales",666,710,44,Above_Forecast
2023-09-11,2023,September,Monday,"Food Sales",826,773,-53,Below_Forecast
2023-09-11,2023,September,Monday,"Ingredients Cost",439,399,-40,Below_Forecast
2023-09-11,2023,September,Monday,Labor,202,220,18,Above_Forecast
2023-09-11,2023,September,Monday,Rent,367,390,23,Above_Forecast
2023-09-11,2023,September,Monday,Utilities,490,535,45,Above_Forecast
2023-09-11,2023,September,Monday,Marketing,211,199,-12,Below_Forecast
2023-09-12,2023,September,Tuesday,"Coffee Sales",631,628,-3,Below_Forecast
2023-09-12,2023,September,Tuesday,"Food Sales",664,725,61,Above_Forecast
2023-09-12,2023,September,Tuesday,"Ingredients Cost",167,180,13,Above_Forecast
2023-09-12,2023,September,Tuesday,Labor,481,521,40,Above_Forecast
2023-09-12,2023,September,Tuesday,Rent,174,174,0,Above_Forecast
2023-09-12,2023,September,Tuesday,Utilities,350,382,32,Above_Forecast
2023-09-12,2023,September,Tuesday,Marketing,388,409,21,Above_Forecast
2023-09-13,2023,September,Wednesday,"Coffee Sales",324,342,18,Above_Forecast
2023-09-13,2023,September,Wednesday,"Food Sales",355,335,-20,Below_Forecast
2023-09-13,2023,September,Wednesday,"Ingredients Cost",137,142,5,Above_Forecast
2023-09-13,2023,September,Wednesday,Labor,109,107,-2,Below_Forecast
2023-09-13,2023,September,Wednesday,Rent,264,261,-3,Below_Forecast
2023-09-13,2023,September,Wednesday,Utilities,247,260,13,Above_Forecast
2023-09-13,2023,September,Wednesday,Marketing,251,237,-14,Below_Forecast
2023-09-14,2023,September,Thursday,"Coffee Sales",504,534,30,Above_Forecast
2023-09-14,2023,September,Thursday,"Food Sales",358,323,-35,Below_Forecast
2023-09-14,2023,September,Thursday,"Ingredients Cost",128,125,-3,Below_Forecast
2023-09-14,2023,September,Thursday,Labor,105,105,0,Above_Forecast
2023-09-14,2023,September,Thursday,Rent,247,246,-1,Below_Forecast
2023-09-14,2023,September,Thursday,Utilities,215,196,-19,Below_Forecast
2023-09-14,2023,September,Thursday,Marketing,271,277,6,Above_Forecast
2023-09-15,2023,September,Friday,"Coffee Sales",859,894,35,Above_Forecast
2023-09-15,2023,September,Friday,"Food Sales",554,524,-30,Below_Forecast
2023-09-15,2023,September,Friday,"Ingredients Cost",469,474,5,Above_Forecast
2023-09-15,2023,September,Friday,Labor,152,160,8,Above_Forecast
2023-09-15,2023,September,Friday,Rent,414,380,-34,Below_Forecast
2023-09-15,2023,September,Friday,Utilities,240,261,21,Above_Forecast
2023-09-15,2023,September,Friday,Marketing,395,359,-36,Below_Forecast
2023-09-16,2023,September,Saturday,"Coffee Sales",334,347,13,Above_Forecast
2023-09-16,2023,September,Saturday,"Food Sales",526,513,-13,Below_Forecast
2023-09-16,2023,September,Saturday,"Ingredients Cost",233,246,13,Above_Forecast
2023-09-16,2023,September,Saturday,Labor,402,435,33,Above_Forecast
2023-09-16,2023,September,Saturday,Rent,486,468,-18,Below_Forecast
2023-09-16,2023,September,Saturday,Utilities,363,359,-4,Below_Forecast
2023-09-16,2023,September,Saturday,Marketing,175,170,-5,Below_Forecast
2023-09-17,2023,September,Sunday,"Coffee Sales",272,279,7,Above_Forecast
2023-09-17,2023,September,Sunday,"Food Sales",911,940,29,Above_Forecast
2023-09-17,2023,September,Sunday,"Ingredients Cost",400,391,-9,Below_Forecast
2023-09-17,2023,September,Sunday,Labor,126,126,0,Above_Forecast
2023-09-17,2023,September,Sunday,Rent,369,350,-19,Below_Forecast
2023-09-17,2023,September,Sunday,Utilities,299,328,29,Above_Forecast
2023-09-17,2023,September,Sunday,Marketing,254,260,6,Above_Forecast
2023-09-18,2023,September,Monday,"Coffee Sales",256,263,7,Above_Forecast
2023-09-18,2023,September,Monday,"Food Sales",614,605,-9,Below_Forecast
2023-09-18,2023,September,Monday,"Ingredients Cost",425,443,18,Above_Forecast
2023-09-18,2023,September,Monday,Labor,484,501,17,Above_Forecast
2023-09-18,2023,September,Monday,Rent,380,368,-12,Below_Forecast
2023-09-18,2023,September,Monday,Utilities,279,251,-28,Below_Forecast
2023-09-18,2023,September,Monday,Marketing,251,226,-25,Below_Forecast
2023-09-19,2023,September,Tuesday,"Coffee Sales",905,835,-70,Below_Forecast
2023-09-19,2023,September,Tuesday,"Food Sales",476,507,31,Above_Forecast
2023-09-19,2023,September,Tuesday,"Ingredients Cost",476,434,-42,Below_Forecast
2023-09-19,2023,September,Tuesday,Labor,461,495,34,Above_Forecast
2023-09-19,2023,September,Tuesday,Rent,192,207,15,Above_Forecast
2023-09-19,2023,September,Tuesday,Utilities,378,350,-28,Below_Forecast
2023-09-19,2023,September,Tuesday,Marketing,278,288,10,Above_Forecast
2023-09-20,2023,September,Wednesday,"Coffee Sales",294,286,-8,Below_Forecast
2023-09-20,2023,September,Wednesday,"Food Sales",502,506,4,Above_Forecast
2023-09-20,2023,September,Wednesday,"Ingredients Cost",452,491,39,Above_Forecast
2023-09-20,2023,September,Wednesday,Labor,489,460,-29,Below_Forecast
2023-09-20,2023,September,Wednesday,Rent,303,323,20,Above_Forecast
2023-09-20,2023,September,Wednesday,Utilities,274,278,4,Above_Forecast
2023-09-20,2023,September,Wednesday,Marketing,454,444,-10,Below_Forecast
